rent,area,type,bathrooms,furnished_type,localityclass,city
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
15000,1000,1,1,Semi-Furnished,class3,Hyderabad
30000,1230,2,2,Semi-Furnished,class2,Hyderabad
9000,600,3,1,Furnished,class3,Hyderabad
16000,1100,2,2,Semi-Furnished,class3,Hyderabad
45000,3000,4,4,Furnished,class3,Hyderabad
80000,3105,3,3,Furnished,class1,Hyderabad
18000,1200,2,2,Unfurnished,class3,Hyderabad
30000,2400,4,4,Unfurnished,class3,Hyderabad
20000,1800,3,3,Furnished,class3,Hyderabad
25000,1350,2,2,Semi-Furnished,class2,Hyderabad
50000,2050,3,3,Semi-Furnished,class2,Hyderabad
56000,1885,3,3,Semi-Furnished,class1,Hyderabad
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
15000,1000,1,1,Semi-Furnished,class3,Hyderabad
30000,1230,2,2,Semi-Furnished,class2,Hyderabad
9000,600,3,1,Furnished,class3,Hyderabad
16000,1100,2,2,Semi-Furnished,class3,Hyderabad
45000,3000,4,4,Furnished,class3,Hyderabad
80000,3105,3,3,Furnished,class1,Hyderabad
18000,1200,2,2,Unfurnished,class3,Hyderabad
30000,2400,4,4,Unfurnished,class3,Hyderabad
20000,1800,3,3,Furnished,class3,Hyderabad
25000,1350,2,2,Semi-Furnished,class2,Hyderabad
50000,2050,3,3,Semi-Furnished,class2,Hyderabad
56000,1885,3,3,Semi-Furnished,class1,Hyderabad
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
15000,1000,1,1,Semi-Furnished,class3,Hyderabad
30000,1230,2,2,Semi-Furnished,class2,Hyderabad
9000,600,3,1,Furnished,class3,Hyderabad
16000,1100,2,2,Semi-Furnished,class3,Hyderabad
45000,3000,4,4,Furnished,class3,Hyderabad
80000,3105,3,3,Furnished,class1,Hyderabad
18000,1200,2,2,Unfurnished,class3,Hyderabad
30000,2400,4,4,Unfurnished,class3,Hyderabad
20000,1800,3,3,Furnished,class3,Hyderabad
25000,1350,2,2,Semi-Furnished,class2,Hyderabad
50000,2050,3,3,Semi-Furnished,class2,Hyderabad
56000,1885,3,3,Semi-Furnished,class1,Hyderabad
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
15000,1000,1,1,Semi-Furnished,class3,Hyderabad
30000,1230,2,2,Semi-Furnished,class2,Hyderabad
9000,600,3,1,Furnished,class3,Hyderabad
16000,1100,2,2,Semi-Furnished,class3,Hyderabad
45000,3000,4,4,Furnished,class3,Hyderabad
80000,3105,3,3,Furnished,class1,Hyderabad
18000,1200,2,2,Unfurnished,class3,Hyderabad
30000,2400,4,4,Unfurnished,class3,Hyderabad
20000,1800,3,3,Furnished,class3,Hyderabad
25000,1350,2,2,Semi-Furnished,class2,Hyderabad
50000,2050,3,3,Semi-Furnished,class2,Hyderabad
56000,1885,3,3,Semi-Furnished,class1,Hyderabad
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
15000,1000,1,1,Semi-Furnished,class3,Hyderabad
30000,1230,2,2,Semi-Furnished,class2,Hyderabad
9000,600,3,1,Furnished,class3,Hyderabad
16000,1100,2,2,Semi-Furnished,class3,Hyderabad
45000,3000,4,4,Furnished,class3,Hyderabad
80000,3105,3,3,Furnished,class1,Hyderabad
18000,1200,2,2,Unfurnished,class3,Hyderabad
30000,2400,4,4,Unfurnished,class3,Hyderabad
20000,1800,3,3,Furnished,class3,Hyderabad
25000,1350,2,2,Semi-Furnished,class2,Hyderabad
50000,2050,3,3,Semi-Furnished,class2,Hyderabad
56000,1885,3,3,Semi-Furnished,class1,Hyderabad
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
15000,1000,1,1,Semi-Furnished,class3,Hyderabad
30000,1230,2,2,Semi-Furnished,class2,Hyderabad
9000,600,3,1,Furnished,class3,Hyderabad
16000,1100,2,2,Semi-Furnished,class3,Hyderabad
45000,3000,4,4,Furnished,class3,Hyderabad
80000,3105,3,3,Furnished,class1,Hyderabad
18000,1200,2,2,Unfurnished,class3,Hyderabad
30000,2400,4,4,Unfurnished,class3,Hyderabad
20000,1800,3,3,Furnished,class3,Hyderabad
25000,1350,2,2,Semi-Furnished,class2,Hyderabad
50000,2050,3,3,Semi-Furnished,class2,Hyderabad
56000,1885,3,3,Semi-Furnished,class1,Hyderabad
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
15000,1000,1,1,Semi-Furnished,class3,Hyderabad
30000,1230,2,2,Semi-Furnished,class2,Hyderabad
9000,600,3,1,Furnished,class3,Hyderabad
16000,1100,2,2,Semi-Furnished,class3,Hyderabad
45000,3000,4,4,Furnished,class3,Hyderabad
80000,3105,3,3,Furnished,class1,Hyderabad
18000,1200,2,2,Unfurnished,class3,Hyderabad
30000,2400,4,4,Unfurnished,class3,Hyderabad
20000,1800,3,3,Furnished,class3,Hyderabad
25000,1350,2,2,Semi-Furnished,class2,Hyderabad
50000,2050,3,3,Semi-Furnished,class2,Hyderabad
56000,1885,3,3,Semi-Furnished,class1,Hyderabad
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
15000,1000,1,1,Semi-Furnished,class3,Hyderabad
30000,1230,2,2,Semi-Furnished,class2,Hyderabad
9000,600,3,1,Furnished,class3,Hyderabad
16000,1100,2,2,Semi-Furnished,class3,Hyderabad
45000,3000,4,4,Furnished,class3,Hyderabad
80000,3105,3,3,Furnished,class1,Hyderabad
18000,1200,2,2,Unfurnished,class3,Hyderabad
30000,2400,4,4,Unfurnished,class3,Hyderabad
20000,1800,3,3,Furnished,class3,Hyderabad
25000,1350,2,2,Semi-Furnished,class2,Hyderabad
50000,2050,3,3,Semi-Furnished,class2,Hyderabad
56000,1885,3,3,Semi-Furnished,class1,Hyderabad
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
15000,1000,1,1,Semi-Furnished,class3,Hyderabad
30000,1230,2,2,Semi-Furnished,class2,Hyderabad
9000,600,3,1,Furnished,class3,Hyderabad
16000,1100,2,2,Semi-Furnished,class3,Hyderabad
45000,3000,4,4,Furnished,class3,Hyderabad
80000,3105,3,3,Furnished,class1,Hyderabad
18000,1200,2,2,Unfurnished,class3,Hyderabad
30000,2400,4,4,Unfurnished,class3,Hyderabad
20000,1800,3,3,Furnished,class3,Hyderabad
25000,1350,2,2,Semi-Furnished,class2,Hyderabad
50000,2050,3,3,Semi-Furnished,class2,Hyderabad
56000,1885,3,3,Semi-Furnished,class1,Hyderabad
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
15000,1000,1,1,Semi-Furnished,class3,Hyderabad
30000,1230,2,2,Semi-Furnished,class2,Hyderabad
9000,600,3,1,Furnished,class3,Hyderabad
16000,1100,2,2,Semi-Furnished,class3,Hyderabad
45000,3000,4,4,Furnished,class3,Hyderabad
80000,3105,3,3,Furnished,class1,Hyderabad
18000,1200,2,2,Unfurnished,class3,Hyderabad
30000,2400,4,4,Unfurnished,class3,Hyderabad
20000,1800,3,3,Furnished,class3,Hyderabad
25000,1350,2,2,Semi-Furnished,class2,Hyderabad
50000,2050,3,3,Semi-Furnished,class2,Hyderabad
56000,1885,3,3,Semi-Furnished,class1,Hyderabad
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
15000,1000,1,1,Semi-Furnished,class3,Hyderabad
30000,1230,2,2,Semi-Furnished,class2,Hyderabad
9000,600,3,1,Furnished,class3,Hyderabad
16000,1100,2,2,Semi-Furnished,class3,Hyderabad
45000,3000,4,4,Furnished,class3,Hyderabad
80000,3105,3,3,Furnished,class1,Hyderabad
18000,1200,2,2,Unfurnished,class3,Hyderabad
30000,2400,4,4,Unfurnished,class3,Hyderabad
20000,1800,3,3,Furnished,class3,Hyderabad
25000,1350,2,2,Semi-Furnished,class2,Hyderabad
50000,2050,3,3,Semi-Furnished,class2,Hyderabad
56000,1885,3,3,Semi-Furnished,class1,Hyderabad
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
15000,1000,1,1,Semi-Furnished,class3,Hyderabad
30000,1230,2,2,Semi-Furnished,class2,Hyderabad
9000,600,3,1,Furnished,class3,Hyderabad
16000,1100,2,2,Semi-Furnished,class3,Hyderabad
45000,3000,4,4,Furnished,class3,Hyderabad
80000,3105,3,3,Furnished,class1,Hyderabad
18000,1200,2,2,Unfurnished,class3,Hyderabad
30000,2400,4,4,Unfurnished,class3,Hyderabad
20000,1800,3,3,Furnished,class3,Hyderabad
25000,1350,2,2,Semi-Furnished,class2,Hyderabad
50000,2050,3,3,Semi-Furnished,class2,Hyderabad
56000,1885,3,3,Semi-Furnished,class1,Hyderabad
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
15000,1000,1,1,Semi-Furnished,class3,Hyderabad
30000,1230,2,2,Semi-Furnished,class2,Hyderabad
9000,600,3,1,Furnished,class3,Hyderabad
16000,1100,2,2,Semi-Furnished,class3,Hyderabad
45000,3000,4,4,Furnished,class3,Hyderabad
80000,3105,3,3,Furnished,class1,Hyderabad
18000,1200,2,2,Unfurnished,class3,Hyderabad
30000,2400,4,4,Unfurnished,class3,Hyderabad
20000,1800,3,3,Furnished,class3,Hyderabad
25000,1350,2,2,Semi-Furnished,class2,Hyderabad
50000,2050,3,3,Semi-Furnished,class2,Hyderabad
56000,1885,3,3,Semi-Furnished,class1,Hyderabad
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
15000,1000,1,1,Semi-Furnished,class3,Hyderabad
30000,1230,2,2,Semi-Furnished,class2,Hyderabad
9000,600,3,1,Furnished,class3,Hyderabad
16000,1100,2,2,Semi-Furnished,class3,Hyderabad
45000,3000,4,4,Furnished,class3,Hyderabad
80000,3105,3,3,Furnished,class1,Hyderabad
18000,1200,2,2,Unfurnished,class3,Hyderabad
30000,2400,4,4,Unfurnished,class3,Hyderabad
20000,1800,3,3,Furnished,class3,Hyderabad
25000,1350,2,2,Semi-Furnished,class2,Hyderabad
50000,2050,3,3,Semi-Furnished,class2,Hyderabad
56000,1885,3,3,Semi-Furnished,class1,Hyderabad
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
15000,1000,1,1,Semi-Furnished,class3,Hyderabad
30000,1230,2,2,Semi-Furnished,class2,Hyderabad
9000,600,3,1,Furnished,class3,Hyderabad
16000,1100,2,2,Semi-Furnished,class3,Hyderabad
45000,3000,4,4,Furnished,class3,Hyderabad
80000,3105,3,3,Furnished,class1,Hyderabad
18000,1200,2,2,Unfurnished,class3,Hyderabad
30000,2400,4,4,Unfurnished,class3,Hyderabad
20000,1800,3,3,Furnished,class3,Hyderabad
25000,1350,2,2,Semi-Furnished,class2,Hyderabad
50000,2050,3,3,Semi-Furnished,class2,Hyderabad
56000,1885,3,3,Semi-Furnished,class1,Hyderabad
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
15000,1000,1,1,Semi-Furnished,class3,Hyderabad
30000,1230,2,2,Semi-Furnished,class2,Hyderabad
9000,600,3,1,Furnished,class3,Hyderabad
16000,1100,2,2,Semi-Furnished,class3,Hyderabad
45000,3000,4,4,Furnished,class3,Hyderabad
80000,3105,3,3,Furnished,class1,Hyderabad
18000,1200,2,2,Unfurnished,class3,Hyderabad
30000,2400,4,4,Unfurnished,class3,Hyderabad
20000,1800,3,3,Furnished,class3,Hyderabad
25000,1350,2,2,Semi-Furnished,class2,Hyderabad
50000,2050,3,3,Semi-Furnished,class2,Hyderabad
56000,1885,3,3,Semi-Furnished,class1,Hyderabad
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
15000,1000,1,1,Semi-Furnished,class3,Hyderabad
30000,1230,2,2,Semi-Furnished,class2,Hyderabad
9000,600,3,1,Furnished,class3,Hyderabad
16000,1100,2,2,Semi-Furnished,class3,Hyderabad
45000,3000,4,4,Furnished,class3,Hyderabad
80000,3105,3,3,Furnished,class1,Hyderabad
18000,1200,2,2,Unfurnished,class3,Hyderabad
30000,2400,4,4,Unfurnished,class3,Hyderabad
20000,1800,3,3,Furnished,class3,Hyderabad
25000,1350,2,2,Semi-Furnished,class2,Hyderabad
50000,2050,3,3,Semi-Furnished,class2,Hyderabad
56000,1885,3,3,Semi-Furnished,class1,Hyderabad
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
15000,1000,1,1,Semi-Furnished,class3,Hyderabad
30000,1230,2,2,Semi-Furnished,class2,Hyderabad
9000,600,3,1,Furnished,class3,Hyderabad
16000,1100,2,2,Semi-Furnished,class3,Hyderabad
45000,3000,4,4,Furnished,class3,Hyderabad
80000,3105,3,3,Furnished,class1,Hyderabad
18000,1200,2,2,Unfurnished,class3,Hyderabad
30000,2400,4,4,Unfurnished,class3,Hyderabad
20000,1800,3,3,Furnished,class3,Hyderabad
25000,1350,2,2,Semi-Furnished,class2,Hyderabad
50000,2050,3,3,Semi-Furnished,class2,Hyderabad
56000,1885,3,3,Semi-Furnished,class1,Hyderabad
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
15000,1000,1,1,Semi-Furnished,class3,Hyderabad
30000,1230,2,2,Semi-Furnished,class2,Hyderabad
9000,600,3,1,Furnished,class3,Hyderabad
16000,1100,2,2,Semi-Furnished,class3,Hyderabad
45000,3000,4,4,Furnished,class3,Hyderabad
80000,3105,3,3,Furnished,class1,Hyderabad
18000,1200,2,2,Unfurnished,class3,Hyderabad
30000,2400,4,4,Unfurnished,class3,Hyderabad
20000,1800,3,3,Furnished,class3,Hyderabad
25000,1350,2,2,Semi-Furnished,class2,Hyderabad
50000,2050,3,3,Semi-Furnished,class2,Hyderabad
56000,1885,3,3,Semi-Furnished,class1,Hyderabad
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
15000,1000,1,1,Semi-Furnished,class3,Hyderabad
30000,1230,2,2,Semi-Furnished,class2,Hyderabad
9000,600,3,1,Furnished,class3,Hyderabad
16000,1100,2,2,Semi-Furnished,class3,Hyderabad
45000,3000,4,4,Furnished,class3,Hyderabad
80000,3105,3,3,Furnished,class1,Hyderabad
18000,1200,2,2,Unfurnished,class3,Hyderabad
30000,2400,4,4,Unfurnished,class3,Hyderabad
20000,1800,3,3,Furnished,class3,Hyderabad
25000,1350,2,2,Semi-Furnished,class2,Hyderabad
50000,2050,3,3,Semi-Furnished,class2,Hyderabad
56000,1885,3,3,Semi-Furnished,class1,Hyderabad
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
15000,1000,1,1,Semi-Furnished,class3,Hyderabad
30000,1230,2,2,Semi-Furnished,class2,Hyderabad
9000,600,3,1,Furnished,class3,Hyderabad
16000,1100,2,2,Semi-Furnished,class3,Hyderabad
45000,3000,4,4,Furnished,class3,Hyderabad
80000,3105,3,3,Furnished,class1,Hyderabad
18000,1200,2,2,Unfurnished,class3,Hyderabad
30000,2400,4,4,Unfurnished,class3,Hyderabad
20000,1800,3,3,Furnished,class3,Hyderabad
25000,1350,2,2,Semi-Furnished,class2,Hyderabad
50000,2050,3,3,Semi-Furnished,class2,Hyderabad
56000,1885,3,3,Semi-Furnished,class1,Hyderabad
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
15000,1000,1,1,Semi-Furnished,class3,Hyderabad
30000,1230,2,2,Semi-Furnished,class2,Hyderabad
9000,600,3,1,Furnished,class3,Hyderabad
16000,1100,2,2,Semi-Furnished,class3,Hyderabad
45000,3000,4,4,Furnished,class3,Hyderabad
80000,3105,3,3,Furnished,class1,Hyderabad
18000,1200,2,2,Unfurnished,class3,Hyderabad
30000,2400,4,4,Unfurnished,class3,Hyderabad
20000,1800,3,3,Furnished,class3,Hyderabad
25000,1350,2,2,Semi-Furnished,class2,Hyderabad
50000,2050,3,3,Semi-Furnished,class2,Hyderabad
56000,1885,3,3,Semi-Furnished,class1,Hyderabad
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
15000,1000,1,1,Semi-Furnished,class3,Hyderabad
30000,1230,2,2,Semi-Furnished,class2,Hyderabad
9000,600,3,1,Furnished,class3,Hyderabad
16000,1100,2,2,Semi-Furnished,class3,Hyderabad
45000,3000,4,4,Furnished,class3,Hyderabad
80000,3105,3,3,Furnished,class1,Hyderabad
18000,1200,2,2,Unfurnished,class3,Hyderabad
30000,2400,4,4,Unfurnished,class3,Hyderabad
20000,1800,3,3,Furnished,class3,Hyderabad
25000,1350,2,2,Semi-Furnished,class2,Hyderabad
50000,2050,3,3,Semi-Furnished,class2,Hyderabad
56000,1885,3,3,Semi-Furnished,class1,Hyderabad
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
15000,1000,1,1,Semi-Furnished,class3,Hyderabad
30000,1230,2,2,Semi-Furnished,class2,Hyderabad
9000,600,3,1,Furnished,class3,Hyderabad
16000,1100,2,2,Semi-Furnished,class3,Hyderabad
45000,3000,4,4,Furnished,class3,Hyderabad
80000,3105,3,3,Furnished,class1,Hyderabad
18000,1200,2,2,Unfurnished,class3,Hyderabad
30000,2400,4,4,Unfurnished,class3,Hyderabad
20000,1800,3,3,Furnished,class3,Hyderabad
25000,1350,2,2,Semi-Furnished,class2,Hyderabad
50000,2050,3,3,Semi-Furnished,class2,Hyderabad
56000,1885,3,3,Semi-Furnished,class1,Hyderabad
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
15000,1000,1,1,Semi-Furnished,class3,Hyderabad
30000,1230,2,2,Semi-Furnished,class2,Hyderabad
9000,600,3,1,Furnished,class3,Hyderabad
16000,1100,2,2,Semi-Furnished,class3,Hyderabad
45000,3000,4,4,Furnished,class3,Hyderabad
80000,3105,3,3,Furnished,class1,Hyderabad
18000,1200,2,2,Unfurnished,class3,Hyderabad
30000,2400,4,4,Unfurnished,class3,Hyderabad
20000,1800,3,3,Furnished,class3,Hyderabad
25000,1350,2,2,Semi-Furnished,class2,Hyderabad
50000,2050,3,3,Semi-Furnished,class2,Hyderabad
56000,1885,3,3,Semi-Furnished,class1,Hyderabad
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
15000,1000,1,1,Semi-Furnished,class3,Hyderabad
30000,1230,2,2,Semi-Furnished,class2,Hyderabad
9000,600,3,1,Furnished,class3,Hyderabad
16000,1100,2,2,Semi-Furnished,class3,Hyderabad
45000,3000,4,4,Furnished,class3,Hyderabad
80000,3105,3,3,Furnished,class1,Hyderabad
18000,1200,2,2,Unfurnished,class3,Hyderabad
30000,2400,4,4,Unfurnished,class3,Hyderabad
20000,1800,3,3,Furnished,class3,Hyderabad
25000,1350,2,2,Semi-Furnished,class2,Hyderabad
50000,2050,3,3,Semi-Furnished,class2,Hyderabad
56000,1885,3,3,Semi-Furnished,class1,Hyderabad
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
15000,1000,1,1,Semi-Furnished,class3,Hyderabad
30000,1230,2,2,Semi-Furnished,class2,Hyderabad
9000,600,3,1,Furnished,class3,Hyderabad
16000,1100,2,2,Semi-Furnished,class3,Hyderabad
45000,3000,4,4,Furnished,class3,Hyderabad
80000,3105,3,3,Furnished,class1,Hyderabad
18000,1200,2,2,Unfurnished,class3,Hyderabad
30000,2400,4,4,Unfurnished,class3,Hyderabad
20000,1800,3,3,Furnished,class3,Hyderabad
25000,1350,2,2,Semi-Furnished,class2,Hyderabad
50000,2050,3,3,Semi-Furnished,class2,Hyderabad
56000,1885,3,3,Semi-Furnished,class1,Hyderabad
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
15000,1000,1,1,Semi-Furnished,class3,Hyderabad
30000,1230,2,2,Semi-Furnished,class2,Hyderabad
9000,600,3,1,Furnished,class3,Hyderabad
16000,1100,2,2,Semi-Furnished,class3,Hyderabad
45000,3000,4,4,Furnished,class3,Hyderabad
80000,3105,3,3,Furnished,class1,Hyderabad
18000,1200,2,2,Unfurnished,class3,Hyderabad
30000,2400,4,4,Unfurnished,class3,Hyderabad
20000,1800,3,3,Furnished,class3,Hyderabad
25000,1350,2,2,Semi-Furnished,class2,Hyderabad
50000,2050,3,3,Semi-Furnished,class2,Hyderabad
56000,1885,3,3,Semi-Furnished,class1,Hyderabad
42000,1886,3,3,Unfurnished,class2,Hyderabad
21000,1000,2,1,Semi-Furnished,class2,Hyderabad
17000,650,1,1,Semi-Furnished,class1,Hyderabad
26000,1300,2,2,Semi-Furnished,class2,Hyderabad
24500,550,1,1,Furnished,class1,Hyderabad
30000,1200,2,2,Semi-Furnished,class2,Hyderabad
